Epoch,CNN_mae,L_13_mae,L_9_mae,L_5_mae,NFS_mae,CNN_mse,L_13_mse,L_9_mse,L_5_mse,NFS_mse,CNN_msssim,L_13_msssim,L_9_msssim,L_5_msssim,NFS_msssim,CNN_wasserstein,L_13_wasserstein,L_9_wasserstein,L_5_wasserstein,NFS_wasserstein
55,1.17160481214523,1.41551481187344,1.38683499395847,1.34682863950729,1.43008808046579,2.85903160274029,3.997383877635,3.8276435136795,3.59392885863781,4.04588013887405,0.876172710210085,0.873740412294865,0.877416621893644,0.885848581790924,0.875071298331022,2.5625108e-05,36.52224,35.343544,32.469315,61.734962
56,1.17228649556637,1.40688665956259,1.40180855989456,1.34885566681623,1.45994161069393,2.84381674230099,3.92899887263775,3.87837135791779,3.60065586864948,4.26341146230698,0.875160310417414,0.872993793338537,0.876031015068293,0.884709149599075,0.876831106841564,2.9721064e-05,36.03263,32.840164,32.12189,54.717445
57,1.17142123728991,1.40906562656164,1.39286058396101,1.3496998026967,1.4531679674983,2.85983747243881,3.97135841846466,3.88199701905251,3.58290654420853,4.17552277445793,0.877869427204132,0.875132378190756,0.879743468016386,0.884627602994442,0.873969797044992,1.9208295e-05,36.318855,32.89459,32.309116,71.66628
58,1.16895531117916,1.41390497982502,1.39032816886902,1.35040655732155,1.44723167270422,2.84172369539738,4.00202150642872,3.85433466732502,3.59872114658356,4.17969930171967,0.877187930047512,0.874714463949204,0.877498757094145,0.884384881705046,0.878345023840666,2.3040455e-05,35.412247,32.84659,31.059464,50.333942
59,1.16954812407494,1.41511780023575,1.38876681774855,1.3538114503026,1.44635038822889,2.83695021271706,3.993358284235,3.85705864429474,3.61689282953739,4.15036027133465,0.877556428313255,0.874732509255409,0.879940692335367,0.884440403431654,0.876575645059347,2.7945032e-05,34.485416,33.164143,30.818195,55.83844
60,1.16832207143307,1.41552393883467,1.39043223112822,1.35494939982891,1.48198144882917,2.82341659069061,4.01113513112068,3.85128054022789,3.64261893928051,4.39024797081947,0.879606943577528,0.874411784112453,0.879566807299852,0.885335925966501,0.877859115600586,3.2417942e-05,35.271694,32.654144,30.888277,47.213093
61,1.16362502425909,1.40051009505987,1.38712088763714,1.35151435434818,1.48296275734901,2.81773956120014,3.93082295358181,3.83334827423096,3.61778175830841,4.35698306560516,0.877298198640347,0.877142120152712,0.877964675426483,0.885426636785269,0.876501902937889,3.0028634e-05,34.532665,32.99023,29.246359,44.719543
62,1.16531387716532,1.40498468279839,1.38887996226549,1.35613569617271,1.47196188569069,2.82201044261456,3.95033296942711,3.82667669653893,3.63540823757648,4.2324430346489,0.876177117228508,0.875694241374731,0.878201432526112,0.884935192763805,0.875735994428396,3.003981e-05,34.25375,32.4001,29.50906,68.99283
63,1.16695173829794,1.40139422565699,1.37871561944485,1.35385809838772,1.4666791036725,2.81094078719616,3.93595956265926,3.77706202864647,3.62784717977047,4.33304926753044,0.878394022583962,0.876312725245953,0.879119411110878,0.885017693042755,0.874862793833017,2.3009488e-05,35.900795,33.152985,29.291288,52.677567
64,1.16463851183653,1.40085128694773,1.38486293703318,1.34794905781746,1.4324601739645,2.8085795044899,3.9251328855753,3.83530956506729,3.60092489421368,4.08949294686317,0.879820238798857,0.877053920179606,0.880580022931099,0.886615566909313,0.877492927014828,2.9260991e-05,35.245567,32.518356,30.28132,52.159622
65,1.15808962285519,1.39546556770802,1.37658797949553,1.34972867369652,1.44327837228775,2.80320481956005,3.90023565292358,3.78058004379272,3.61138154566288,4.17336751520634,0.875023674219847,0.87716843187809,0.880388148128986,0.885905377566814,0.875476885586977,2.7431874e-05,32.36278,32.246056,28.593727,47.976566
66,1.15793972462416,1.39903405308723,1.37882543355227,1.34293473511934,1.44118785858154,2.79817640781403,3.91559027135372,3.80934330821037,3.56946195662022,4.15110187232494,0.875988118350506,0.875698413699865,0.880265399813652,0.886386021971703,0.878434173762798,2.7211383e-05,34.39003,32.240135,28.354038,47.23892
67,1.15591839700937,1.39335665106773,1.37511744350195,1.34959997981787,1.43629306554794,2.78761944174767,3.89615552127361,3.79419845342636,3.60451829433441,4.12473930418491,0.878664620220661,0.876588888466358,0.881061177700758,0.886813879013062,0.876954227685928,2.4668872e-05,33.87267,30.93761,27.496431,48.4887
68,1.15692639350891,1.39461199939251,1.3762689307332,1.35385132580996,1.47990384697914,2.7884903550148,3.9077376127243,3.78717815876007,3.64779359102249,4.3855884373188,0.879487961530685,0.876104541122913,0.880606926977634,0.888237677514553,0.878925811499357,2.560392e-05,31.823784,32.104073,27.214169,50.56494
69,1.16212122142315,1.40131743997335,1.37713643908501,1.35637476295233,1.45736952871084,2.78825961053371,3.94027897715568,3.7912613004446,3.6405573785305,4.28480723500252,0.878234297037125,0.876804541796446,0.881278052926063,0.887588482350111,0.875611543655396,2.3435568e-05,33.08967,30.559587,28.80841,39.74668
70,1.15360837429762,1.39102146029472,1.37576484680176,1.35352328419685,1.4483538120985,2.78019565343857,3.8808705508709,3.80075562000275,3.62152698636055,4.15571062266827,0.883692473173142,0.877035871148109,0.882731191813946,0.887556213885546,0.878084991127253,2.440787e-05,31.18752,31.944613,28.032047,49.975838
71,1.14941571652889,1.39924152195454,1.36905658990145,1.34611437469721,1.47165624797344,2.75313006341457,3.90875673294067,3.75635428726673,3.62223184108734,4.36065807938576,0.882504262030125,0.875867292284966,0.882932402193546,0.88880804926157,0.878006756305695,2.8615585e-05,34.062904,30.429577,27.290817,39.656
72,1.14769299328327,1.4005318954587,1.37548854202032,1.34065327048302,1.4521668702364,2.75030624866486,3.94962206482887,3.79749599099159,3.57796874642372,4.21764540672302,0.878086850047112,0.876595132052898,0.882899284362793,0.888848051428795,0.876099478453398,2.4353387e-05,31.962696,31.054867,27.23696,47.131065
73,1.14820916205645,1.40099527686834,1.37955121695995,1.34245789796114,1.48492866009474,2.74862866103649,3.95279747247696,3.81717836856842,3.58088913559914,4.41700246930122,0.879457306116819,0.876987759023905,0.883226003497839,0.88872292265296,0.876423146575689,2.659508e-05,33.224636,30.60147,27.197445,50.385185
74,1.15252728015184,1.39772406220436,1.37684079259634,1.34551065415144,1.4276959002018,2.7698195874691,3.93630912899971,3.80994147062302,3.59097006917,4.10587300360203,0.873256333172321,0.876670584082603,0.88323250412941,0.888839062303305,0.878468383103609,2.5069807e-05,32.738274,30.391993,27.283157,44.078033
75,1.14834447205067,1.39247487485409,1.37904854863882,1.34343961626291,1.45190481096506,2.75348095595837,3.87627385556698,3.79310555756092,3.59209361672401,4.2116973400116,0.877956915646791,0.878308113664389,0.883447874337435,0.889000523835421,0.875976089388132,2.1734973e-05,31.382671,31.203783,25.648827,43.96569
76,1.1436061039567,1.39518953859806,1.37072234600782,1.34425108134747,1.49312287569046,2.73333901166916,3.92352883517742,3.77078959345818,3.58655868470669,4.48342242836952,0.877591960132122,0.878236427903175,0.883670598268509,0.886915650218725,0.875854346901178,2.835039e-05,30.431221,29.488396,28.05577,42.535107
77,1.14828590303659,1.3970907703042,1.37151852995157,1.33814364671707,1.43702435493469,2.7434805482626,3.94069588184357,3.76945196092129,3.56716176867485,4.13718378543854,0.879070710390806,0.879139121621847,0.883430451154709,0.8892284296453,0.876478400081396,3.0359253e-05,31.41738,28.670353,25.236786,44.922813
78,1.14297060668468,1.39094886183739,1.36809246987104,1.33917111903429,1.44270212203264,2.7205289453268,3.90093995630741,3.76629108190536,3.58013188838959,4.20224958658218,0.8790323138237,0.877763979136944,0.884878639131784,0.889219231903553,0.877487156540155,2.7257483e-05,31.294199,29.92442,26.858671,43.51491
79,1.14429342001677,1.39512798190117,1.37413641810417,1.34028886258602,1.48313453793526,2.73831661045551,3.93221268057823,3.7876408547163,3.58792589604855,4.42452761530876,0.881044670939446,0.87710502743721,0.884270220994949,0.889335885643959,0.878164328634739,2.190657e-05,31.845463,29.966621,26.793224,46.723892
80,1.14117311686277,1.40395785868168,1.37437705695629,1.34154113382101,1.45860632508993,2.72665223479271,3.96912500262261,3.79583637416363,3.58156134188175,4.21839824318886,0.877100609242916,0.877477295696735,0.884383704513311,0.888478200882673,0.876019921153784,2.2124732e-05,31.92454,28.887646,25.862106,60.830822
81,1.13963853567839,1.39551644027233,1.37226027995348,1.33868101984262,1.46846834570169,2.72194848954678,3.94024612009525,3.79831004142761,3.5638315230608,4.35909047722817,0.874768607318401,0.878559987992048,0.885246586054564,0.888302959501743,0.878586821258068,2.5645364e-05,31.343079,29.975433,25.725128,46.342514
82,1.14000824093819,1.38957456499338,1.37337017059326,1.34065686166287,1.4422113224864,2.71705277264118,3.89529183506966,3.78566125035286,3.5690982490778,4.15524378418922,0.884983256459236,0.879285056143999,0.885706473141909,0.88925351575017,0.875792939215899,2.9526185e-05,31.998957,28.616152,25.422966,53.605316
83,1.14201882481575,1.39111522585154,1.37532977759838,1.33726263791323,1.46984431147575,2.71410378813744,3.90701408684254,3.80418413877487,3.57141686975956,4.35801833868027,0.880810301750898,0.87845104560256,0.885958764702082,0.890027407556772,0.877611394971609,2.4450244e-05,30.903296,29.12848,25.16338,46.389572
84,1.137301646173,1.39352844655514,1.36619773507118,1.32889563590288,1.43993724882603,2.70751950144768,3.92416547238827,3.74580194056034,3.53959272801876,4.1577767431736,0.87889451906085,0.88002111390233,0.886718198657036,0.888728231191635,0.877493195235729,2.6033958e-05,31.040522,29.012186,26.927572,55.10382
85,1.13498591631651,1.38944937288761,1.37811605632305,1.34031392633915,1.44979513436556,2.68981835246086,3.89860053360462,3.82322156429291,3.59858539700508,4.28348162770271,0.878683999180794,0.8793615847826,0.885195475071669,0.890588335692882,0.87790035456419,2.6011607e-05,30.667175,27.593422,24.950424,45.176834
86,1.13627302646637,1.3941446095705,1.37058932334185,1.3385321572423,1.44410378485918,2.6997312605381,3.92340224981308,3.79189237952232,3.57451175153255,4.19520510733128,0.881610412150621,0.878673188388348,0.886441547423601,0.889228615909815,0.876259669661522,2.539833e-05,29.454556,28.363579,25.708744,44.384308
87,1.13535552471876,1.38575587421656,1.36695229262114,1.33669751137495,1.43166821449995,2.69451977312565,3.88060027360916,3.76776318252087,3.57663649320602,4.123007401824,0.879984989762306,0.8805001527071,0.886483296751976,0.891094215214253,0.876195151358843,1.9862084e-05,30.316864,29.589886,24.980038,40.203518
